Sample	Chromosome	Start_Position.bp.	End_Position.bp.	Length.snp.	Median_Ratio	Median_logR	TITAN_state	TITAN_call	Copy_Number	MinorCN	MajorCN	Clonal_Cluster	Cellular_Prevalence	logR_Copy_Number	Corrected_Ratio	Corrected_Copy_Number	Corrected_Call	Corrected_MajorCN	Corrected_MinorCN
JFCF_6_T_1_F	chr4	68266082	151409932	47552	0.571429	0.010537	3	HET	2	1	1	NA	NA	2.01501038859434	0.573119259791771	2	NEUT	1	1
JFCF_6_T_1_F	chr4	151411626	151419684	11	0.551724	2.751304	24	BCNA	8	4	4	1	1	13.7398831589986	0.551903500326721	14	HLAMP	8	6
JFCF_6_T_1_F	chr4	151430475	162676482	7709	0.571429	0.001593	3	HET	2	1	1	NA	NA	2.00226226554929	0.573130021438822	2	NEUT	1	1
JFCF_6_T_1_F	chr4	162682867	162809587	119	1	-0.987475	1	DLOH	1	0	1	1	1	0.985086250731854	1	1	HETD	1	0
JFCF_6_T_1_F	chr4	162810043	162814045	12	1	-0.281795	2	NLOH	2	0	2	1	1	1.63667348994561	1	2	NEUT	2	0
JFCF_6_T_1_F	chr4	162814853	169067538	4977	0.571429	0.023418	3	HET	2	1	1	NA	NA	2.0335094533738	0.573103883307866	2	NEUT	1	1
JFCF_6_T_1_F	chr4	169072888	169079335	7	0.575758	0.809567	8	BCNA	4	2	2	1	1	3.54126033444966	0.576778062602731	4	AMP	2	2
JFCF_6_T_1_F	chr4	169080031	176507508	4022	0.571429	0.002349	3	HET	2	1	1	NA	NA	2.00333675744519	0.573129109094083	2	NEUT	1	1
JFCF_6_T_1_F	chr4	176553315	176553315	1	0.590909	1.560971	15	BCNA	6	3	3	1	1	5.99405244271152	0.59163217353119	6	HLAMP	3	3
JFCF_6_T_1_F	chr4	176567355	190554512	14419	0.571429	-0.041396	3	HET	2	1	1	NA	NA	1.94207973083286	0.573182733889382	2	NEUT	1	1
JFCF_6_T_1_F	chr4	190554571	190554729	9	0.866667	-0.707304	1	DLOH	1	0	1	1	1	1.20644860818876	0.881158694780123	1	HETD	1	0
JFCF_6_T_1_F	chr4	190554948	190864953	2873	0.612903	-0.616761	3	HET	2	1	1	NA	NA	1.28767974389781	0.61708374614417	2	NEUT	1	1
JFCF_6_T_1_F	chr4	190865101	190865287	8	0.950231	-0.152909	2	NLOH	2	0	2	1	1	1.79407492974453	0.962197055061978	2	NEUT	2	0
JFCF_6_T_1_F	chr4	190865395	190937364	26	0.609524	-0.152909	3	HET	2	1	1	NA	NA	1.79407492974453	0.612434884000897	2	NEUT	1	1
JFCF_6_T_1_F	chr5	31468	3180005	3146	0.666667	0.423494	5	GAIN	3	1	2	1	1	2.69861131547061	0.66961186547925	3	GAIN	2	1
JFCF_6_T_1_F	chr5	3205018	3219319	79	0.628571	0.233521	3	HET	2	1	1	NA	NA	2.3597794646584	0.631168932029203	2	NEUT	1	1
JFCF_6_T_1_F	chr5	3219694	3529185	320	0.666667	0.390265	5	GAIN	3	1	2	1	1	2.63607996340039	0.669681721637879	3	GAIN	2	1
JFCF_6_T_1_F	chr5	3532727	3539978	28	0.683766	0.13161	3	HET	2	1	1	NA	NA	2.19558554889148	0.687756901219869	2	NEUT	1	1
JFCF_6_T_1_F	chr5	3543341	21539938	13684	0.658537	0.519136	5	GAIN	3	1	2	1	1	2.88684447872735	0.661155565415743	3	GAIN	2	1
JFCF_6_T_1_F	chr5	21540018	21548757	132	0.587302	0.261906	3	HET	2	1	1	NA	NA	2.40761527231446	0.589030993193062	2	NEUT	1	1
JFCF_6_T_1_F	chr5	21548795	41372447	14067	0.657143	0.581667	5	GAIN	3	1	2	1	1	3.01683292217086	0.659626704711268	3	GAIN	2	1
JFCF_6_T_1_F	chr5	41388940	55299869	5733	0.571429	0.036816	3	HET	2	1	1	NA	NA	2.05292705863762	0.573088041428439	2	NEUT	1	1
JFCF_6_T_1_F	chr5	55301753	55305300	2	0.5301	1.055457	8	BCNA	4	2	2	1	1	4.20817228195299	0.530441058724934	4	AMP	2	2
JFCF_6_T_1_F	chr5	55322475	98525925	25493	0.571429	0.020167	3	HET	2	1	1	NA	NA	2.02882493149917	0.573107750584618	2	NEUT	1	1
JFCF_6_T_1_F	chr5	98531883	98569709	49	0.56	0.352972	5	GAIN	3	1	2	1	1	2.56759491899448	0.561114245587073	3	GAIN	2	1
JFCF_6_T_1_F	chr5	98570327	135089973	23794	0.571429	-0.017642	3	HET	2	1	1	NA	NA	1.97511239233702	0.573153403660803	2	NEUT	1	1
JFCF_6_T_1_F	chr5	135090120	135149952	186	0.571429	0.494665	5	GAIN	3	1	2	1	1	2.83748879276076	0.572629318763737	3	GAIN	2	1
JFCF_6_T_1_F	chr5	135150207	158279381	14432	0.571429	-0.007478	3	HET	2	1	1	NA	NA	1.98941359731767	0.573141007520425	2	NEUT	1	1
JFCF_6_T_1_F	chr5	158282326	158287543	2	0.716667	-1.512192	1	DLOH	1	0	1	1	1	0.670190451348561	0.732082255032784	1	HETD	1	0
JFCF_6_T_1_F	chr5	158290225	176606052	13374	0.571429	-0.050816	3	HET	2	1	1	NA	NA	1.92913001021214	0.573194506223952	2	NEUT	1	1
JFCF_6_T_1_F	chr5	176610012	176616568	2	0.645257	1.060367	8	BCNA	4	2	2	1	1	4.2226811309312	0.646897230800066	4	AMP	2	2
JFCF_6_T_1_F	chr5	176626441	180698630	3030	0.571429	-0.067239	3	HET	2	1	1	NA	NA	1.90675445587543	0.573215224245785	2	NEUT	1	1
JFCF_6_T_1_F	chr6	202777	27619629	21312	0.571429	0.005089	3	HET	2	1	1	NA	NA	2.00723580177005	0.573125806641671	2	NEUT	1	1
JFCF_6_T_1_F	chr6	27622102	27629787	16	0.597222	0.407899	5	GAIN	3	1	2	1	1	2.66908477107413	0.598958834205175	3	GAIN	2	1
JFCF_6_T_1_F	chr6	27630509	74186462	33555	0.583333	0.002816	3	HET	2	1	1	NA	NA	2.00400077919706	0.585315783566042	2	NEUT	1	1
JFCF_6_T_1_F	chr6	74190448	74219920	41	0.611111	0.306764	5	GAIN	3	1	2	1	1	2.48515759016651	0.613242863051044	3	GAIN	2	1
JFCF_6_T_1_F	chr6	74230528	87828837	7285	0.571429	0.018743	3	HET	2	1	1	NA	NA	2.02677634380692	0.573109447401239	2	NEUT	1	1
JFCF_6_T_1_F	chr6	87830755	87839742	17	0.588235	0.517396	5	GAIN	3	1	2	1	1	2.88330734971846	0.589694170802444	3	GAIN	2	1
JFCF_6_T_1_F	chr6	87840118	170871490	57061	0.571429	0.003118	3	HET	2	1	1	NA	NA	2.00443030386764	0.57312818157457	2	NEUT	1	1
JFCF_6_T_1_F	chr7	50134	7099830	5817	0.571429	0.001095	3	HET	2	1	1	NA	NA	2.00155477288219	0.573130622701505	2	NEUT	1	1
JFCF_6_T_1_F	chr7	7100414	7104895	29	0.545455	0.486609	5	GAIN	3	1	2	1	1	2.82142291384588	0.546223191775159	3	GAIN	2	1
JFCF_6_T_1_F	chr7	7124967	65833085	43427	0.571429	-0.013589	3	HET	2	1	1	NA	NA	1.98080307052128	0.573148449596242	2	NEUT	1	1
JFCF_6_T_1_F	chr7	65834094	65834280	13	0.903226	-0.002927	2	NLOH	2	0	2	1	1	1.99584978827315	0.912859339261714	2	NEUT	2	0
JFCF_6_T_1_F	chr7	65838141	99179970	21683	0.571429	0.013158	3	HET	2	1	1	NA	NA	2.01876116821128	0.573116119354916	2	NEUT	1	1
JFCF_6_T_1_F	chr7	99181096	99198515	17	0.6	0.865614	8	BCNA	4	2	2	1	1	3.68343020227482	0.601294505008815	4	AMP	2	2
JFCF_6_T_1_F	chr7	99202373	159119220	38989	0.575758	-0.019807	3	HET	2	1	1	NA	NA	1.97207913456553	0.577589725294585	2	NEUT	1	1
JFCF_6_T_1_F	chr8	170692	2271955	2091	1	-1.072394	1	DLOH	1	0	1	1	1	0.926050593810277	1	1	HETD	1	0
JFCF_6_T_1_F	chr8	2272138	2273920	14	0.535714	-0.866802	3	HET	2	1	1	NA	NA	1.07518696221475	0.537297837731179	2	NEUT	1	1
JFCF_6_T_1_F	chr8	2274783	14343652	9650	1	-0.996564	1	DLOH	1	0	1	1	1	0.978600246771091	1	1	HETD	1	0
JFCF_6_T_1_F	chr8	14345144	14345812	27	0.56	-0.757463	3	HET	2	1	1	NA	NA	1.16359480656558	0.562458700650551	2	NEUT	1	1
JFCF_6_T_1_F	chr8	14346497	29179817	11463	1	-0.933827	1	DLOH	1	0	1	1	1	1.02421372420144	1	1	HETD	1	0
JFCF_6_T_1_F	chr8	29180188	29189976	15	1	-0.385495	2	NLOH	2	0	2	1	1	1.51985190162445	1	2	NEUT	2	0
JFCF_6_T_1_F	chr8	29191224	53417040	9197	1	-0.957825	1	DLOH	1	0	1	1	1	1.00653112623166	1	1	HETD	1	0
JFCF_6_T_1_F	chr8	53433015	53495306	42	0.831439	1.621452	13	ASCNA	6	1	5	1	1	6.25271952832832	0.833966498121568	6	HLAMP	5	1
JFCF_6_T_1_F	chr8	53501285	53586706	39	0.833333	1.732531	17	ASCNA	7	1	6	1	1	6.75697658677442	0.835685242415433	7	HLAMP	6	1
JFCF_6_T_1_F	chr8	53595006	53699677	63	0.813559	1.617809	13	ASCNA	6	1	5	1	1	6.2368302320662	0.815956240068509	6	HLAMP	5	1
JFCF_6_T_1_F	chr8	53702603	53989593	293	0.803279	1.347984	10	ASCNA	5	1	4	1	1	5.16481903979147	0.806078905732217	5	HLAMP	4	1
JFCF_6_T_1_F	chr8	54001132	54117233	31	1	-1.08801	1	DLOH	1	0	1	1	1	0.915567566172939	1	1	HETD	1	0
JFCF_6_T_1_F	chr8	54121354	54149485	5	0.865672	0.734815	7	ASCNA	4	1	3	1	1	3.36003785664479	0.870861239515791	4	AMP	3	1
JFCF_6_T_1_F	chr8	54161116	57008822	1641	1	-0.960833	1	DLOH	1	0	1	1	1	1.00433539530175	1	1	HETD	1	0
JFCF_6_T_1_F	chr8	57021505	57029855	9	0.74359	1.193341	10	ASCNA	5	1	4	1	1	4.63499250942042	0.746095916517557	5	HLAMP	4	1
JFCF_6_T_1_F	chr8	57031401	57049800	29	0.62963	0.650872	5	GAIN	3	1	2	1	1	3.16741827458092	0.631581444853457	3	GAIN	2	1
JFCF_6_T_1_F	chr8	57075473	60719954	2319	1	-1.014362	1	DLOH	1	0	1	1	1	0.966017152578116	1	1	HETD	1	0
JFCF_6_T_1_F	chr8	60720008	64808585	2353	0.576923	-0.076147	3	HET	2	1	1	NA	NA	1.89472385916928	0.578858826672324	2	NEUT	1	1
JFCF_6_T_1_F	chr8	64830461	66449770	564	0.833333	-0.76687	1	DLOH	1	0	1	1	1	1.1557224465134	0.847085477487517	1	HETD	1	0
JFCF_6_T_1_F	chr8	66452157	66459575	22	0.785714	-0.488004	3	HET	2	1	1	NA	NA	1.41233749436516	0.795360043420463	2	NEUT	1	1
JFCF_6_T_1_F	chr8	66460003	66509464	69	0.833333	-0.652079	1	DLOH	1	0	1	1	1	1.25538621461098	0.845993683017313	1	HETD	1	0
JFCF_6_T_1_F	chr8	66510045	66519259	17	0.842105	-0.363236	3	HET	2	1	1	NA	NA	1.54422455016548	0.852668434626757	2	NEUT	1	1
JFCF_6_T_1_F	chr8	66530298	66550959	43	0.833333	-0.545496	1	DLOH	1	0	1	1	1	1.35529914922647	0.845060334837158	1	HETD	1	0
JFCF_6_T_1_F	chr8	66551520	66601337	55	0.823529	-0.4618	3	HET	2	1	1	NA	NA	1.43909846288925	0.834248607552644	2	NEUT	1	1
JFCF_6_T_1_F	chr8	66602602	67188281	379	0.8	-0.635812	1	DLOH	1	0	1	1	1	1.27016201004699	0.811262072417732	1	HETD	1	0
JFCF_6_T_1_F	chr8	67194618	67219528	46	0.789474	-0.452069	3	HET	2	1	1	NA	NA	1.44916071788538	0.798998653582774	2	NEUT	1	1
JFCF_6_T_1_F	chr8	67219728	67265570	26	0.853571	-0.662938	1	DLOH	1	0	1	1	1	1.24561498787204	0.867105711144126	1	HETD	1	0
JFCF_6_T_1_F	chr8	67267364	67328629	22	0.788889	-0.368544	3	HET	2	1	1	NA	NA	1.53837832810063	0.797843143133554	2	NEUT	1	1
JFCF_6_T_1_F	chr8	67345621	67349995	7	0.9	-0.660822	1	DLOH	1	0	1	1	1	1.24751325786411	0.91528871558329	1	HETD	1	0
JFCF_6_T_1_F	chr8	67351767	68439673	309	0.684211	-0.346055	3	HET	2	1	1	NA	NA	1.56329584079971	0.689829631733052	2	NEUT	1	1
JFCF_6_T_1_F	chr8	68455937	68481550	28	0.825758	-0.616962	1	DLOH	1	0	1	1	1	1.28749371078337	0.837822411825688	1	HETD	1	0
JFCF_6_T_1_F	chr8	68484190	68497964	19	0.68	-0.604385	3	HET	2	1	1	NA	NA	1.29918427330282	0.686606294503413	2	NEUT	1	1
JFCF_6_T_1_F	chr8	68512254	68577701	70	0.763305	-0.662177	1	DLOH	1	0	1	1	1	1.24629736269422	0.77337880662874	1	HETD	1	0
JFCF_6_T_1_F	chr8	68580393	68615757	30	0.710084	-0.578577	3	HET	2	1	1	NA	NA	1.32349481474807	0.71765279798076	2	NEUT	1	1
JFCF_6_T_1_F	chr8	68619555	68763825	101	1	-0.902896	1	DLOH	1	0	1	1	1	1.04744301410982	1	1	HETD	1	0
JFCF_6_T_1_F	chr8	68767537	77686351	5213	0.571429	-0.08068	3	HET	2	1	1	NA	NA	1.88863032717391	0.573232365640612	2	NEUT	1	1
JFCF_6_T_1_F	chr8	77692749	94239447	7869	1	-0.953016	1	DLOH	1	0	1	1	1	1.01005104598702	1	1	HETD	1	0
JFCF_6_T_1_F	chr8	94242350	96348446	1110	0.566667	0.129608	3	HET	2	1	1	NA	NA	2.19247476853134	0.568116881432617	2	NEUT	1	1
JFCF_6_T_1_F	chr8	96363243	99774019	2109	0.928571	-0.8025	1	DLOH	1	0	1	1	1	1.1263661577526	0.946713593375911	1	HETD	1	0
JFCF_6_T_1_F	chr8	99894413	100017607	40	0.808048	1.484433	13	ASCNA	6	1	5	1	1	5.68187966478626	0.810633130917713	6	HLAMP	5	1
JFCF_6_T_1_F	chr8	100020103	100109983	46	0.805375	1.391925	10	ASCNA	5	1	4	1	1	5.32602167375944	0.808108925844526	5	HLAMP	4	1
JFCF_6_T_1_F	chr8	100110510	100168160	48	0.809817	1.517674	13	ASCNA	6	1	5	1	1	5.81542657030699	0.812357269815973	6	HLAMP	5	1
JFCF_6_T_1_F	chr8	100180052	100279616	73	0.80597	1.410883	10	ASCNA	5	1	4	1	1	5.39710181749747	0.808673176574738	5	HLAMP	4	1
JFCF_6_T_1_F	chr8	100285910	100285910	1	0.916667	0.37214	4	ALOH	3	0	3	1	1	2.60257398748411	0.924300825019597	3	GAIN	3	0
JFCF_6_T_1_F	chr8	100292141	101348092	473	0.933333	-0.764261	1	DLOH	1	0	1	1	1	1.15790067770553	0.951177592521446	1	HETD	1	0
JFCF_6_T_1_F	chr8	101392897	103898531	1895	0.571429	0.077795	3	HET	2	1	1	NA	NA	2.113449249948	0.573040531973113	2	NEUT	1	1
JFCF_6_T_1_F	chr8	103900503	104508704	686	0.75	1.089953	7	ASCNA	4	1	3	1	1	4.31115953632147	0.752765044303217	4	AMP	3	1
JFCF_6_T_1_F	chr8	104510006	104517757	12	0.738544	1.525011	14	UBCNA	6	2	4	1	1	5.84532006760464	0.740489881463045	6	HLAMP	4	2
JFCF_6_T_1_F	chr8	104520390	104709594	385	0.745455	1.108332	7	ASCNA	4	1	3	1	1	4.36704356285873	0.748135035452162	4	AMP	3	1
JFCF_6_T_1_F	chr8	104710324	104749242	65	0.753623	1.201022	10	ASCNA	5	1	4	1	1	4.65998985150423	0.756218134339417	5	HLAMP	4	1
JFCF_6_T_1_F	chr8	104750169	105434051	698	0.741379	1.07129	7	ASCNA	4	1	3	1	1	4.25513581108034	0.744083844094387	4	AMP	3	1
JFCF_6_T_1_F	chr8	105463690	105477537	10	0.870108	2.056377	21	ASCNA	8	1	7	1	1	8.46945636109468	0.872191670858657	8	HLAMP	7	1
JFCF_6_T_1_F	chr8	105698532	106037189	374	0.75	1.05088	7	ASCNA	4	1	3	1	1	4.19469183110509	0.752841817133686	4	AMP	3	1
JFCF_6_T_1_F	chr8	106040394	106049819	16	0.742347	1.311325	10	ASCNA	5	1	4	1	1	5.03403757425986	0.744642500412419	5	HLAMP	4	1
JFCF_6_T_1_F	chr8	106050791	108568845	1473	0.75	1.050346	7	ASCNA	4	1	3	1	1	4.19312184683911	0.752842881163864	4	AMP	3	1
JFCF_6_T_1_F	chr8	108573270	108599838	63	0.731707	1.322411	10	ASCNA	5	1	4	1	1	5.07323709206431	0.73388476079495	5	HLAMP	4	1
JFCF_6_T_1_F	chr8	108600276	108609441	20	0.767599	1.026505	7	ASCNA	4	1	3	1	1	4.12361707103046	0.770693299429643	4	AMP	3	1
JFCF_6_T_1_F	chr8	108610563	108620864	26	0.733202	0.66305	5	GAIN	3	1	2	1	1	3.19467227383847	0.736682664293924	3	GAIN	2	1
JFCF_6_T_1_F	chr8	108626871	108989655	281	0.744681	0.964123	7	ASCNA	4	1	3	1	1	3.94709439208018	0.747636826336237	4	AMP	3	1
JFCF_6_T_1_F	chr8	109000833	109009180	5	0.814815	1.351515	10	ASCNA	5	1	4	1	1	5.17759227548114	0.817714237205794	5	HLAMP	4	1
JFCF_6_T_1_F	chr8	109012675	109301002	60	0.877664	1.90849	21	ASCNA	8	1	7	1	1	7.63964363948034	0.880021157856325	8	HLAMP	7	1
JFCF_6_T_1_F	chr8	109320997	109927453	307	0.825397	1.543808	13	ASCNA	6	1	5	1	1	5.92260287893394	0.828016733484922	6	HLAMP	5	1
JFCF_6_T_1_F	chr8	109930834	110059859	67	0.866667	1.736696	17	ASCNA	7	1	6	1	1	6.77664973502329	0.869246959962726	7	HLAMP	6	1
JFCF_6_T_1_F	chr8	110060998	110308328	200	0.892883	2.140561	21	ASCNA	8	1	7	1	1	8.98123398996486	0.894968851595838	9	HLAMP	8	1
JFCF_6_T_1_F	chr8	110310480	110825695	424	0.791667	1.325452	10	ASCNA	5	1	4	1	1	5.08404266024379	0.794402484690496	5	HLAMP	4	1
JFCF_6_T_1_F	chr8	110850198	111037537	166	0.677419	0.61009	5	GAIN	3	1	2	1	1	3.07780658075803	0.680167621777633	3	GAIN	2	1
JFCF_6_T_1_F	chr8	111054823	111284241	47	0.852459	1.806935	21	ASCNA	8	1	7	1	1	7.11711972456893	0.854820350815282	7	HLAMP	6	1
JFCF_6_T_1_F	chr8	111370771	113287551	1109	0.666667	0.60301	5	GAIN	3	1	2	1	1	3.06250587543794	0.669261949243552	3	GAIN	2	1
JFCF_6_T_1_F	chr8	113299795	113529553	228	0.873072	1.962345	21	ASCNA	8	1	7	1	1	7.93203058694525	0.875314665257011	8	HLAMP	7	1
JFCF_6_T_1_F	chr8	113531230	113628498	87	0.854369	1.866275	17	ASCNA	7	1	6	1	1	7.41796234603403	0.856646861312288	7	HLAMP	6	1
JFCF_6_T_1_F	chr8	113630565	113649721	44	0.847128	1.63116	13	ASCNA	6	1	5	1	1	6.29525835324271	0.849757252333836	6	HLAMP	5	1
JFCF_6_T_1_F	chr8	113650536	113857237	172	0.861702	1.749883	17	ASCNA	7	1	6	1	1	6.83931371321276	0.864223706658773	7	HLAMP	6	1
JFCF_6_T_1_F	chr8	113903087	115507627	1024	0.657519	0.518731	5	GAIN	3	1	2	1	1	2.88602080049745	0.660121493593765	3	GAIN	2	1
JFCF_6_T_1_F	chr8	115603659	118229762	1155	0.831169	1.597434	13	ASCNA	6	1	5	1	1	6.14869865664706	0.83373716337138	6	HLAMP	5	1
JFCF_6_T_1_F	chr8	118230236	118239903	27	0.819277	1.763616	17	ASCNA	7	1	6	1	1	6.90518397171174	0.821481695218665	7	HLAMP	6	1
JFCF_6_T_1_F	chr8	118240083	118278954	45	0.849057	1.63319	13	ASCNA	6	1	5	1	1	6.30418971582561	0.851697117510603	6	HLAMP	5	1
JFCF_6_T_1_F	chr8	118280129	118733389	225	0.84	1.745813	17	ASCNA	7	1	6	1	1	6.81991212678306	0.842377148528691	7	HLAMP	6	1
JFCF_6_T_1_F	chr8	118830086	120160781	770	0.8549	1.9404	21	ASCNA	8	1	7	1	1	7.81156876124039	0.857066326534829	8	HLAMP	7	1
JFCF_6_T_1_F	chr8	120162630	120169027	15	0.685714	1.206122	11	UBCNA	5	2	3	1	1	4.67666116007056	0.687607498298345	5	HLAMP	3	2
JFCF_6_T_1_F	chr8	120180777	123856435	2455	0.675	0.646134	5	GAIN	3	1	2	1	1	3.15687678168242	0.677643239999019	3	GAIN	2	1
JFCF_6_T_1_F	chr8	123860471	123869928	13	0.666667	1.139569	7	ASCNA	4	1	3	1	1	4.46367281729043	0.668447383023159	4	AMP	3	1
JFCF_6_T_1_F	chr8	123870465	123997080	113	0.855263	1.786329	17	ASCNA	7	1	6	1	1	7.01551228118522	0.857677608747241	7	HLAMP	6	1
JFCF_6_T_1_F	chr8	124010425	128347954	3204	0.886127	2.204908	21	ASCNA	8	1	7	1	1	9.39305696564617	0.888087105262071	9	HLAMP	8	1
JFCF_6_T_1_F	chr8	128379298	128559650	209	0.8	1.411449	10	ASCNA	5	1	4	1	1	5.39923834133426	0.802649384160335	5	HLAMP	4	1
JFCF_6_T_1_F	chr8	128561431	130545445	1209	0.89697	2.35741	21	ASCNA	8	1	7	1	1	10.4456561162373	0.898782083237682	10	HLAMP	9	1
JFCF_6_T_1_F	chr8	130550905	130773915	189	0.793103	1.327346	10	ASCNA	5	1	4	1	1	5.09078411935518	0.795848312344404	5	HLAMP	4	1
JFCF_6_T_1_F	chr8	130780382	130809464	23	0.79661	1.520329	13	ASCNA	6	1	5	1	1	5.8262264176156	0.799037474132784	6	HLAMP	5	1
JFCF_6_T_1_F	chr8	130810604	131319006	376	0.792453	1.404593	10	ASCNA	5	1	4	1	1	5.3734148007482	0.795048146583717	5	HLAMP	4	1
JFCF_6_T_1_F	chr8	131322492	131739876	556	0.86162	1.918507	21	ASCNA	8	1	7	1	1	7.69320443329503	0.863861307005696	8	HLAMP	7	1
JFCF_6_T_1_F	chr8	131741257	132376504	327	0.853333	1.830671	17	ASCNA	7	1	6	1	1	7.23597397143213	0.855661323839099	7	HLAMP	6	1
JFCF_6_T_1_F	chr8	132405059	133119839	485	0.797619	1.300406	10	ASCNA	5	1	4	1	1	4.99572188856827	0.800459655577954	5	HLAMP	4	1
JFCF_6_T_1_F	chr8	133120784	133128497	25	0.785714	1.086706	7	ASCNA	4	1	3	1	1	4.3013603454144	0.788881246568756	4	AMP	3	1
JFCF_6_T_1_F	chr8	133130183	133339191	133	0.8	1.255195	10	ASCNA	5	1	4	1	1	4.84012311246813	0.802955432373725	5	HLAMP	4	1
JFCF_6_T_1_F	chr8	133340776	133369094	53	0.815789	1.085245	7	ASCNA	4	1	3	1	1	4.29695835139444	0.819293225403577	4	AMP	3	1
JFCF_6_T_1_F	chr8	133370871	133749028	375	0.8	1.211601	10	ASCNA	5	1	4	1	1	4.69463716370497	0.803047020683514	5	HLAMP	4	1
JFCF_6_T_1_F	chr8	133752197	133759318	26	0.813953	1.595173	13	ASCNA	6	1	5	1	1	6.13899525839794	0.816391504264126	6	HLAMP	5	1
JFCF_6_T_1_F	chr8	133760050	133906606	41	0.864407	1.793431	17	ASCNA	7	1	6	1	1	7.05036821231353	0.86687151287771	7	HLAMP	6	1
JFCF_6_T_1_F	chr8	133912295	134867790	869	0.79661	1.258929	10	ASCNA	5	1	4	1	1	4.85279017215473	0.799524408704843	5	HLAMP	4	1
JFCF_6_T_1_F	chr8	134904248	135249313	362	0.751923	0.978292	7	ASCNA	4	1	3	1	1	3.98652119381366	0.754936213621748	4	AMP	3	1
JFCF_6_T_1_F	chr8	135305392	146288858	7205	0.571429	-0.089239	3	HET	2	1	1	NA	NA	1.87717687731128	0.57324336873691	2	NEUT	1	1
JFCF_6_T_1_F	chr9	212189	19159241	17289	0.571429	-0.02247	3	HET	2	1	1	NA	NA	1.96835439493978	0.573159324096412	2	NEUT	1	1
JFCF_6_T_1_F	chr9	19160057	19169179	22	0.580128	0.394351	5	GAIN	3	1	2	1	1	2.64369168677343	0.581573205738783	3	GAIN	2	1
JFCF_6_T_1_F	chr9	19170162	30519023	6555	0.571429	-0.020363	3	HET	2	1	1	NA	NA	1.97130088906136	0.573156737789164	2	NEUT	1	1
JFCF_6_T_1_F	chr9	30520031	30539945	50	0.616516	0.412235	5	GAIN	3	1	2	1	1	2.67726225911953	0.618591156384932	3	GAIN	2	1
JFCF_6_T_1_F	chr9	30550253	31774127	1136	0.571429	-0.028397	3	HET	2	1	1	NA	NA	1.96008893548306	0.573166620665158	2	NEUT	1	1
JFCF_6_T_1_F	chr9	31774474	31774715	12	0.936946	-0.224778	2	NLOH	2	0	2	1	1	1.70457412029755	0.949168725473062	2	NEUT	2	0
JFCF_6_T_1_F	chr9	31775169	33708793	1667	0.565217	0.014365	3	HET	2	1	1	NA	NA	2.0204907373234	0.566756076239082	2	NEUT	1	1
JFCF_6_T_1_F	chr9	33711245	33721935	13	0.555556	0.469955	5	GAIN	3	1	2	1	1	2.78849333216219	0.556505986730034	3	GAIN	2	1
JFCF_6_T_1_F	chr9	33728780	68417387	3102	0.583333	0.004567	3	HET	2	1	1	NA	NA	2.00649242002535	0.585313321366615	2	NEUT	1	1
JFCF_6_T_1_F	chr9	68417398	68418067	16	0.705248	-0.200562	5	GAIN	3	1	2	1	1	1.73423441561161	0.71089122431264	3	GAIN	2	1
JFCF_6_T_1_F	chr9	68418072	121778789	36289	0.571429	-0.016866	3	HET	2	1	1	NA	NA	1.97620071022797	0.573152454010625	2	NEUT	1	1
JFCF_6_T_1_F	chr9	121780817	132197137	6210	0.666667	0.558787	5	GAIN	3	1	2	1	1	2.96861549685844	0.669344021430782	3	GAIN	2	1
JFCF_6_T_1_F	chr9	132197646	132199983	143	0.552632	0.253215	3	HET	2	1	1	NA	NA	2.39286867379872	0.553680786743189	2	NEUT	1	1
JFCF_6_T_1_F	chr9	132200012	136139617	2677	0.675	0.552158	5	GAIN	3	1	2	1	1	2.95478778570443	0.67782402107579	3	GAIN	2	1
JFCF_6_T_1_F	chr9	136140462	136149830	50	0.7	0.900126	7	ASCNA	4	1	3	1	1	3.77376162469965	0.702527037646076	4	AMP	3	1
JFCF_6_T_1_F	chr9	136150403	141007995	3829	0.673913	0.503229	5	GAIN	3	1	2	1	1	2.85466642589495	0.676817911189354	3	GAIN	2	1
JFCF_6_T_1_F	chr10	131636	10218843	7061	1	-1.011295	1	DLOH	1	0	1	1	1	0.968174450437254	1	1	HETD	1	0
JFCF_6_T_1_F	chr10	10230151	10239333	23	1	-0.280716	2	NLOH	2	0	2	1	1	1.6379337005406	1	2	NEUT	2	0
JFCF_6_T_1_F	chr10	10240191	26914168	9943	1	-0.976231	1	DLOH	1	0	1	1	1	0.993166834661527	1	1	HETD	1	0
JFCF_6_T_1_F	chr10	26914197	26915691	86	0.580128	-0.746245	3	HET	2	1	1	NA	NA	1.17305007661433	0.583385046287678	2	NEUT	1	1
JFCF_6_T_1_F	chr10	26915712	26915998	18	0.689904	-0.746245	1	DLOH	1	0	1	1	1	1.17305007661433	0.697623225716544	1	HETD	1	0
JFCF_6_T_1_F	chr10	26916814	26916940	10	0.578905	-0.746245	3	HET	2	1	1	NA	NA	1.17305007661433	0.582112333732643	2	NEUT	1	1
JFCF_6_T_1_F	chr10	26916991	26940186	83	0.666667	-1.006953	1	DLOH	1	0	1	1	1	0.97123642376533	0.674849402461835	1	HETD	1	0
JFCF_6_T_1_F	chr10	26940210	26940673	22	0.5625	-0.848884	3	HET	2	1	1	NA	NA	1.08921974693445	0.565236028967001	2	NEUT	1	1
